# File generated by Mantid:
# Instrument: POWGEN
# The X-axis unit is: Time-of-flight
# The Y-axis unit is: Counts per microAmp.hour
# Data for spectra :1
# Time-of-flight              Y                 E
     1129.51359        0.37892773        0.17487842
     1129.96540       -0.00578005        0.21881120
     1130.41738        0.63819179        0.18482465
     1130.86955        0.12438583        0.21329368
     1131.32190       -0.09493560        0.21894328
     1131.77443        0.21378112        0.19170391
     1132.22714        0.10036684        0.19093506
     1132.68003        0.33283563        0.19808742
     1133.13310        0.18700775        0.20803041
     1133.58635        0.09176486        0.18169915
     1134.03979        0.04383490        0.17789428
     1134.49340       -0.01228389        0.18748355
     1134.94720        0.28824108        0.17869664
     1135.40118        0.15438175        0.15353099
     1135.85534        0.16687813        0.20845298
     1136.30968        0.33871277        0.18665847
     1136.76420        0.46148249        0.18039298
     1137.21891       -0.01196119        0.18255788
     1137.67380       -0.19738213        0.20718952
     1138.12887        0.41528563        0.18141205
     1138.58412        0.23845430        0.17561001
     1139.03955        0.17645611        0.17698720
     1139.49517        0.00988137        0.19595291
     1139.95097       -0.00350822        0.16265610
     1140.40695        0.27531859        0.17318760
     1140.86311        0.09759081        0.17919379
     1141.31945        0.20519923        0.18427476
     1141.77598        0.00262610        0.18242790
     1142.23269        0.04609739        0.16610836
     1142.68959        0.21526419        0.17556178
     1143.14666        0.18031418        0.14061960
     1143.60392        0.10148731        0.16081802
     1144.06136        0.21808162        0.19476430
     1144.51899        0.03754676        0.17347721
     1144.97679        0.24562609        0.18536575
     1145.43478        0.03750842        0.17330000
     1145.89296        0.05838374        0.17473091
     1146.35132        0.11527103        0.15488229
     1146.80986        0.12817288        0.18507590
     1147.26858        0.07399607        0.15303101
     1147.72749       -0.11054273        0.18375127
     1148.18658        0.04250588        0.22706031
     1148.64585       -0.04604821        0.15364958
     1149.10531        0.14683785        0.16743663
     1149.56495        0.14856984        0.14864086
     1150.02478        0.31533220        0.17377386
     1150.48479        0.42000776        0.15551152
     1150.94498        0.32543321        0.18195802
     1151.40536       -0.13637903        0.17232079
     1151.86592        0.23294511        0.15052930
     1152.32667        0.27739558        0.15391418
     1152.78760        0.27479470        0.20832043
     1153.24872       -0.09968745        0.16877067
     1153.71002        0.05380513        0.19574309
     1154.17150       -0.01137935        0.17367780
     1154.63317        0.29695873        0.15418175
     1155.09502        0.36832862        0.16530113
     1155.55706        0.35908876        0.17662732
     1156.01928        0.22084069        0.16086572
     1156.48169        0.40018723        0.15927844
     1156.94428        0.09539288        0.19322605
     1157.40706        0.26095655        0.16178144
     1157.87002        0.19518061        0.17526682
     1158.33317        0.13076310        0.17067735
     1158.79650       -0.10311314        0.17322965
     1159.26002        0.12217844        0.18032011
     1159.72373        0.19970522        0.16116044
     1160.18762       -0.10188851        0.17117230
     1160.65169        0.23884787        0.17955702
     1161.11595        0.05804770        0.17372531
     1161.58040        0.21625556        0.17688359
     1162.04503        0.32393157        0.20218646
     1162.50985        0.23590420        0.15996889
     1162.97485       -0.05137685        0.15871313
     1163.44004        0.27418080        0.17788254
     1163.90542        0.17196349        0.17144009
     1164.37098        0.18520770        0.16631141
     1164.83673       -0.09188603        0.17104044
     1165.30266        0.17140083        0.15323626
     1165.76879        0.44489618        0.18032213
     1166.23509        0.18927363        0.18586049
     1166.70159        0.11697307        0.15492647
